Player,Skill Tier,time_played,games_won,win_percentage,weapon_accuracy_best_in_game,eliminations_per_life,kill_streak_best,eliminations_avg_per_10_min,deaths_avg_per_10_min,final_blows_avg_per_10_min,solo_kills_avg_per_10_min,objective_kills_avg_per_10_min,objective_time_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills
MikeMeerkat#2621,Bronze,2446,2,52,29,2.13,11,12.51,5.89,4.17,0.74,3.92,46,3598,7719,65,1319,520,8,12,61,5,5,20
我魚也#3589,Bronze,5755,6,59,23,1.35,5,8.44,6.26,2.09,0.1,4.69,94,2264,8681,80,2882,574,38,21,60,7,5,43
intoTHEstorm#11532,Bronze,4268,5,57,33,2.93,9,11.53,3.94,2.95,0.7,5.76,29,3618,8145,68,1183,334,20,26,64,4,10,29
근혜는두근두근혜#3323,Bronze,27949,22,49,57,1.66,13,11.59,7.0,3.84,0.49,4.1,66,4138,5415,100,16399,896,304,129,76,14,12,256
Jeffoxxx#11557,Bronze,1181,0,17,46,1.23,5,8.13,6.6,3.56,0,4.57,106,4259,7728,100,455,249,10,4,72,5,3,7
snepshroom#1831,Bronze,2750,3,80,43,5.64,15,13.53,2.4,3.49,0.22,5.24,48,4655,6770,79,2043,743,23,9,100,7,5,30
Archangel#16843,Bronze,2161,2,69,22,1.31,5,10.55,8.05,1.39,0.56,3.33,58,2361,5454,100,1217,486,16,7,51,6,3,16
BeansGun#1316,Bronze,168473,145,53,37,3.5,16,8.66,2.48,2.51,0.33,2.9,26,3356,6461,83,59690,774,866,582,72,13,11,1000
Miwtoo#1866,Bronze,1997,0,17,31,0.97,7,8.41,8.71,2.4,0,3.31,33,3249,6640,61,859,227,17,10,60,5,3,12
LiamJDoan#1626,Bronze,9402,11,74,29,1.76,10,10.34,5.87,2.11,0.13,5.23,64,2656,8357,100,1339,249,70,46,73,10,10,77
HigaRyuki#3744,Bronze,51845,39,46,58,1.2,10,8.08,6.75,2.04,0.14,3.92,71,3021,6176,100,19491,637,333,169,117,10,7,353
Chaos#24995,Bronze,315,1,100,10,0.75,2,5.72,7.63,1.91,1.91,0,85,1325,7048,75,161,161,2,0,51,2,0,2
Jinshu#2522,Bronze,46270,31,43,52,1.56,12,10.41,6.67,3.15,0.35,4.8,86,3293,6464,100,13680,504,296,190,72,18,7,323
WyomingSucks#1473,Bronze,2930,1,21,50,2.89,6,10.65,3.69,2.66,0.61,4.3,43,3178,5791,83,813,162,22,5,77,5,4,24
Tikapool#1356,Bronze,284,0,39,27,0.8,3,8.45,10.56,0,0,4.23,117,4267,5642,0,72,72,0,4,48,0,2,3
RunForrest#11380,Bronze,5833,7,57,50,4.27,17,16.25,3.81,7.2,1.85,5.55,19,5069,5022,71,2404,569,55,28,63,9,7,66
キラキラドーナツ#3414,Bronze,2940,0,0,29,1.71,6,9.8,5.71,3.06,0.41,3.06,91,3025,8151,64,2128,576,19,13,56,9,6,20
OlympianGame#1910,Bronze,11130,8,49,37,2.61,13,14.23,5.44,4.26,0.49,6.74,74,3927,6072,90,8608,1435,155,46,60,19,7,118
XiEta#21333,Bronze,3876,7,93,31,2.44,11,12.08,4.95,3.1,0.46,5.11,59,2806,6367,62,665,167,34,15,70,7,4,32
おけつ#3759,Bronze,16142,13,60,52,1.95,11,9.37,4.79,2.64,0.33,3.2,59,3354,8849,79,7721,681,144,47,84,13,9,91
rings42#1438,Bronze,25153,21,53,32,1.96,13,10.47,5.34,2.08,0.07,5.06,84,3988,6305,75,8311,483,191,92,55,12,9,222
LuxScavenger#1346,Bronze,11157,11,50,54,2.36,8,12.32,5.22,3.6,0.43,4.95,56,5196,5674,80,6764,562,93,48,80,12,5,90
WolfenFilms#1993,Bronze,15962,14,63,51,2.28,12,13.38,5.86,4.25,0.45,6.54,88,5427,5593,82,9570,1023,174,67,73,15,7,168
MemeMeister#11305,Bronze,1221,1,56,50,2.11,5,9.34,4.42,1.97,0.49,4.91,54,2819,6120,100,278,278,17,4,63,6,3,8
SquidToes#11473,Bronze,8212,9,65,43,2.12,11,11.91,5.63,2.92,0.22,6.14,68,3740,7170,75,4615,599,32,28,73,4,6,71
muxul#1156,Bronze,78970,51,42,52,3,13,9.33,3.11,2.84,0.6,3.66,31,3954,5358,83,27383,637,478,258,90,13,8,487
Psycopatus#21664,Bronze,37127,34,53,50,1.4,12,8.44,6.01,1.97,0.23,3.94,55,3082,5401,79,18025,940,352,100,75,13,7,217
Elika#21677,Bronze,44774,35,47,33,1.41,12,7.96,5.63,1.78,0.09,3.54,75,2468,7253,100,23024,660,339,137,62,9,8,288
AncientAI#2341,Bronze,181,0,0,19,0.33,1,3.31,9.94,0,0,0,5,4283,4427,67,234,234,1,3,38,1,3,1
Lilith#14936,Bronze,2675,1,30,26,1.12,4,8.3,7.4,1.12,0,5.16,60,2126,6039,67,1007,472,18,19,49,5,7,20
Sojourn#21934,Bronze,37761,32,51,37,1.71,8,9.14,5.34,2.69,0.32,4.26,51,2519,5974,77,18005,639,295,119,71,11,9,217
Snowberry#21433,Bronze,3597,4,79,42,1.71,6,10.01,5.84,2.0,0.33,2.84,24,2957,7196,68,978,347,25,13,84,6,4,26
JOHNDUPEE#1358,Bronze,946,1,99,24,3.4,5,10.79,3.17,3.17,0,4.44,33,2420,7947,100,10,10,10,7,62,7,6,7
SenseiBlaze#1652,Bronze,1231,0,24,19,1.2,4,8.77,7.31,2.44,0,2.92,38,3113,5670,49,363,140,6,7,46,6,4,7
Faceless#11801,Bronze,21553,18,51,37,2.12,11,11.33,5.35,3.06,0.28,5.32,48,3710,7315,83,7919,522,113,78,64,8,6,166
SOLENYA#21759,Bronze,6879,8,55,38,1.73,10,10.73,6.19,1.66,0,4.45,75,3580,4296,100,2363,341,46,25,51,8,7,57
Valkyrie#14658,Bronze,1323,1,100,21,2,4,9.07,4.53,1.36,0,2.27,11,3101,5537,53,501,429,7,2,53,7,2,7
NetShadow#2815,Bronze,14346,15,62,47,3.15,12,12.8,4.06,3.89,0.71,4.89,37,3899,7420,100,4470,388,123,53,74,9,6,98
Materwelon#3323,Bronze,1652,0,0,27,2.36,7,11.98,5.08,3.99,0.36,4.72,50,3794,8222,61,748,406,15,3,59,10,2,20
Muraza#1734,Bronze,10911,7,38,43,1.57,12,10.17,6.49,2.25,0.49,4.95,73,3841,6082,100,5262,568,116,34,74,10,5,77
hectarechan#3403,Bronze,1702,2,41,24,2.08,6,8.82,4.23,2.82,0.71,3.17,67,3086,6250,100,766,251,6,3,47,3,1,11
superKRK#2903,Bronze,25549,19,44,75,1.58,11,11.48,7.28,3.43,0.31,4.84,74,4203,5171,91,11893,667,164,72,78,9,6,235
Rauber101#1921,Bronze,15469,14,56,59,1.68,11,9.5,5.66,2.33,0.04,4.62,76,2881,6551,75,9629,578,87,64,67,6,5,94
MrPigeon#21335,Bronze,12511,11,59,38,2.03,22,11.22,5.51,3.74,0.53,5.04,54,3185,7751,73,7598,947,71,60,65,11,9,87
Faye#11464,Bronze,31727,22,48,44,1.16,8,6.86,5.9,1.51,0.06,3.27,59,2411,7185,100,11628,459,187,131,74,9,8,177
Storm179#1759,Bronze,1654,2,70,25,1.29,4,7.98,6.17,1.45,0,4.35,35,2271,6193,61,546,474,13,6,50,9,3,7
fonz85#11192,Bronze,5103,4,50,21,1.38,6,8.11,5.88,1.53,0,5.06,77,2962,5917,100,1035,270,26,28,44,5,7,40
d349kill#1791,Bronze,17754,15,50,33,1.74,9,8.35,4.8,1.52,0.14,3.45,49,2930,7689,84,4762,378,129,67,65,8,7,114
Clowndidler#1940,Bronze,14192,10,46,79,1.44,15,11.33,7.86,4.14,0.76,3.97,51,3983,5242,94,6627,472,145,41,105,12,7,112
padonn#3367,Bronze,18190,15,51,34,1.22,7,7.95,6.53,1.91,0.13,4.12,79,2993,6529,100,6817,471,90,69,62,8,8,96
Authentic#11213,Bronze,13631,12,45,34,2.34,9,10.52,4.49,2.64,0.48,5.15,48,3295,7206,74,4916,564,108,42,66,9,5,113
accelerator#31123,Bronze,8951,9,60,20,1.8,14,9.79,5.43,1.47,0.27,3.82,46,3043,6789,57,2348,381,84,36,44,9,5,65
Vidnasty#1761,Bronze,13024,13,62,53,2.32,15,12.39,5.34,3.69,0.51,5.02,25,4521,5735,82,3022,306,82,47,67,7,7,64
LIGHTNINĢ#2495,Bronze,14816,9,43,50,1.54,9,11.58,7.53,2.55,0.2,5.31,89,3828,6138,100,9191,803,120,41,67,10,5,136
메밀전병#31245,Bronze,12083,12,59,33,1.48,9,7.65,5.16,1.24,0.2,2.68,25,2427,6596,85,3582,378,82,53,100,8,5,79
Aalula#2554,Bronze,15595,15,65,40,1.18,6,7.0,5.93,1.15,0.08,3.35,69,2059,8074,86,4292,493,92,65,100,8,9,71
GrayFox#11405,Bronze,507,1,100,29,1.43,4,11.84,8.29,1.18,0,9.47,43,3152,6736,55,117,117,3,0,63,3,0,1
Cologen#1812,Bronze,523,1,86,16,3,3,10.33,3.44,1.15,0,3.44,10,2955,6279,36,380,205,5,4,50,2,2,5
pinomi#3377,Bronze,17322,15,47,44,1.02,7,5.99,5.89,0.97,0.07,2.63,50,2487,7067,75,5751,446,98,62,74,10,5,93
Chill#11564,Bronze,1265,2,74,38,2.92,8,18.02,6.16,6.64,1.42,6.16,43,4772,6147,62,414,234,24,4,64,9,2,15
NUMNARD#1281,Bronze,11376,9,49,35,2.13,12,10.23,4.8,2.32,0.26,4.22,63,3002,7195,76,5660,602,101,42,62,9,5,97
Crimsonshade#21908,Bronze,10769,6,34,50,1.28,8,7.41,5.79,1.62,0.11,3.9,86,2513,7398,100,5866,665,103,40,105,11,6,47
ShadowDragon#1660206,Bronze,490,0,0,18,1.25,3,6.12,4.89,1.22,0,1.22,23,2268,9490,61,227,155,1,0,55,1,0,1
Klishner#1259,Bronze,127,0,0,16,0.5,1,4.72,9.44,0,0,0,0,2196,13062,40,90,90,1,0,65,1,0,0
finn2d2#2853,Bronze,4433,3,46,100,2.62,7,13.8,5.28,3.79,1.08,6.5,47,4580,5863,100,2057,363,33,16,100,8,3,44
Minio#11546,Bronze,8750,7,49,30,2.39,12,10.97,4.59,2.67,0,5.35,51,2776,7129,100,4025,420,54,27,113,8,4,92
ItsjustRings#1668,Bronze,2923,2,32,44,1.21,7,8.42,6.98,1.64,0,3.7,31,4367,5813,79,548,234,19,10,56,8,4,19
TTVLimboChan#1894,Bronze,1094,1,91,71,1.36,6,10.42,7.68,3.29,1.1,6.03,24,3043,5700,46,165,72,9,6,71,7,4,7
Wheatfree#1383,Bronze,1980,2,55,39,3.27,12,14.85,4.55,5.15,0,9.39,167,3396,6651,88,970,469,19,9,73,9,5,22
yuki#33138,Bronze,12486,11,58,34,1.21,10,7.54,6.25,1.59,0.1,3.17,60,2719,8020,71,6010,527,63,49,69,6,5,72
Kurzon#1732,Bronze,1222,0,5,22,1.5,8,10.31,6.87,2.45,0,5.4,51,3287,6833,100,109,72,10,3,65,6,2,11
uidoragon#1123,Bronze,72,0,0,35,1,1,16.62,16.62,8.31,0,16.62,157,3656,5574,25,62,62,2,0,56,2,0,1
Stryder#1364,Bronze,12749,8,44,88,2.37,12,9.27,3.91,3.15,0.52,4.33,81,3007,8167,100,6211,795,77,58,93,13,13,120
BlackAngel04#2456,Silver,1578,1,66,29,1.77,7,8.74,4.94,1.14,0,3.42,31,4719,7492,65,339,216,23,4,53,12,4,11
Sentoki#2510,Silver,1329,2,87,26,1.21,5,7.68,6.32,3.16,0.9,4.06,31,3863,5508,52,571,387,10,7,55,6,4,9
benkenshin#1202,Silver,15557,16,64,37,1.55,10,10.22,6.59,2.97,0.23,4.44,71,3357,7131,100,9407,623,158,88,100,12,10,114
fomo4ka#21770,Silver,4533,4,72,27,1.22,8,9.66,7.94,1.32,0.13,5.16,81,3443,6161,56,1451,420,54,25,60,9,4,28
Sassy420#2421,Silver,127739,100,51,71,2.29,14,10.43,4.56,2.71,0.16,4.39,53,3095,8084,100,42036,988,1018,501,91,13,9,1037
Nisfero#2709,Silver,4813,3,35,36,1.75,12,10.47,5.98,2.87,0,3.49,48,2653,7830,80,1351,253,47,25,83,9,5,43
whtlicorice#1342,Silver,93187,77,56,50,2.9,18,12.74,4.4,2.85,0.14,4.66,36,4530,7202,79,23897,794,821,439,78,18,10,817
eichya#3824,Silver,118322,92,52,38,1.68,12,9.0,5.35,2.24,0.15,4.31,71,3084,8717,81,38401,809,809,496,100,16,10,878
StrawBrrySlt#1250,Silver,52251,89,93,56,2.98,15,13.16,4.42,3.02,0.18,5.56,47,3200,7741,100,16434,681,403,345,83,15,12,483
ktisleet#1599,Silver,344,0,21,21,2.33,4,12.22,5.24,1.75,0,5.24,70,5031,6661,43,135,72,6,1,39,5,1,4
Magicpop#1105,Silver,8131,7,55,46,1.99,13,10.4,5.24,2.73,0.07,4.8,49,3539,7563,71,3497,560,51,36,72,8,6,53
AndyCr15#2763,Silver,1243,1,75,34,2.58,6,14.96,5.79,2.41,0,7.72,119,4787,6635,57,333,333,10,4,58,6,2,17
dyd4dsh7#1192,Silver,128,0,0,48,1.33,2,18.71,14.04,0,0,4.68,10,5139,3051,61,74,74,1,0,58,1,0,1
비둘기짱#3900,Silver,4248,4,72,100,2.61,6,10.31,3.96,2.54,0,4.94,94,2831,9277,100,1477,342,30,17,100,7,4,51
Circa#11597,Silver,51809,51,63,47,1.95,10,9.59,4.92,2.3,0.05,4.38,69,3000,8090,100,21432,777,346,242,100,9,9,327
korpz#11954,Silver,3197,5,100,24,3.19,7,12.57,3.94,3.94,0.19,6.19,98,3657,8520,61,1345,498,18,14,57,6,5,36
ItsZeed#2550,Silver,8142,10,77,35,3.09,10,12.75,4.13,2.65,0.22,5.31,38,2983,7986,67,2725,418,62,50,74,8,9,80
CleanBison#1959,Silver,40957,39,59,56,2.08,12,10.25,4.92,2.17,0.16,4.44,66,3063,8048,100,14971,475,324,197,90,10,12,329
Sirenuka#2816,Silver,4426,3,46,26,1.25,7,8.81,7.05,1.08,0,5.42,76,2485,8317,79,1737,699,47,28,68,10,7,32
Novva#11929,Silver,4680,3,32,43,0.8,6,6.03,7.56,0.9,0,2.44,57,2287,5966,80,1388,269,30,13,69,5,4,31
TheMtnMan#11421,Silver,54582,38,47,68,2.25,11,11.27,5.01,3.28,0.53,4.68,55,3576,7167,88,21015,689,553,252,79,18,11,492
Smoletta#2633,Silver,49,0,100,19,0,0,0,24.51,0,0,0,0,4413,6244,0,0,0,0,0,41,0,0,0
마하바르타#3130,Silver,2663,4,78,31,1.56,9,9.46,6.08,2.7,0,3.83,85,3294,6215,66,1356,624,17,17,54,5,8,22
Canarchicho#2305,Silver,2501,2,54,31,2.04,10,12.23,6.0,0.96,0,6.24,76,3660,5970,63,933,361,23,11,50,8,4,26
PizzaplayMDQ#1171,Silver,4829,3,48,31,2.31,15,11.18,4.85,3.11,0.37,5.96,78,3984,7063,67,2797,753,49,15,56,14,5,45
あいぶら#1168,Silver,465,0,100,13,0.67,1,2.58,3.87,0,0,0,3,2084,10873,42,90,90,5,4,51,5,4,1
HerbalTurtle#2398,Silver,3272,2,41,19,1.26,9,9.9,7.88,1.65,0,3.67,74,2600,6126,71,1620,529,20,11,52,6,3,29
knur#21226,Silver,1430,1,27,36,1.53,4,9.65,6.29,1.26,0,3.36,69,2437,6483,82,490,239,13,5,61,4,2,12
shegan#21143,Silver,7217,6,57,43,2.08,9,10.89,5.24,2.66,0.25,3.74,40,3557,7226,100,3499,438,82,27,76,13,7,55
オーセ#3360,Silver,770,0,0,24,2.13,5,13.24,6.23,3.12,0.78,1.56,39,4912,6465,60,144,144,6,1,51,6,1,12
Dub#11298,Silver,4169,3,53,23,1.91,8,8.78,4.61,1.44,0,4.46,83,2624,7805,73,2280,497,26,23,54,7,5,29
Nocapla#21798,Silver,2488,2,49,28,1.8,6,8.68,4.82,3.14,0,5.55,77,3331,7816,66,883,392,18,9,64,7,4,17
Almost#11449,Silver,2187,2,50,28,1.03,5,8.51,8.23,2.19,0,1.92,89,2747,6555,88,933,244,9,9,63,3,4,16
PD22#11569,Silver,6690,7,61,24,2.33,11,12.56,5.38,3.59,0.27,5.56,55,3535,6287,86,2004,335,72,37,57,10,11,71
choephori#1371,Silver,5249,6,70,36,1.68,6,9.03,5.37,2.51,0.34,4.46,75,2479,8056,85,2123,395,28,28,65,6,6,29
Highbreaker#1184,Silver,7739,8,53,36,1.31,7,9.23,7.06,1.94,0,2.87,52,2615,7013,79,4587,522,50,32,64,6,5,64
YuYuJ#2495,Silver,49690,36,45,75,1.56,12,10.53,6.76,3.19,0.34,4.64,78,3901,6349,78,22841,1026,412,216,70,13,9,358
Dispensable#2243,Silver,96379,73,49,100,1.37,12,7.86,5.75,1.87,0.15,3.58,58,2364,8825,100,31924,703,687,375,69,11,10,690
knyme#2280,Silver,2496,1,21,30,1.6,9,11.54,7.21,2.89,0,3.85,69,3076,8524,71,1176,255,31,10,71,8,5,22
Sn4kEy#21793,Silver,12563,14,67,35,1.91,10,10.22,5.35,2.67,0.33,4.06,65,3325,6648,71,7277,1091,71,43,78,10,7,90
softsara#2637,Silver,734,1,60,11,1,3,8.18,8.18,1.64,0.82,1.64,67,3120,6750,45,446,284,7,2,53,3,2,5
Medium#21102,Silver,36508,32,55,50,1.91,11,9.89,5.19,2.65,0.2,4.37,68,3499,6498,100,11610,544,380,114,67,14,6,266
Genseric#11560,Silver,54584,33,41,100,1.36,10,9.74,7.18,2.65,0.22,4.8,78,3611,6167,78,25448,863,489,214,150,16,11,391
Ƙendji#2374,Silver,573,0,0,21,4,6,16.76,4.19,3.14,0,7.33,162,3976,7026,59,90,90,6,3,54,6,3,7
ILLFader#2211,Silver,56401,38,47,100,1.72,14,8.91,5.18,1.82,0.07,4.17,64,2889,8220,82,18080,626,394,280,93,12,10,404
岳山#3832,Silver,28795,30,65,51,2.52,12,9.25,3.67,2.4,0.23,4.15,61,3253,8981,79,11596,543,136,115,89,7,10,222
Texyc#1334,Silver,2960,3,74,35,2.39,6,11.15,4.66,2.23,0,5.68,77,2945,9764,81,2657,650,33,15,66,9,5,25
Hlog#21604,Silver,47952,39,53,33,1.28,11,10.27,8.02,2.26,0.09,4.28,54,3700,6113,100,19927,810,469,210,63,21,8,413
Doodles#11563,Silver,17710,16,57,50,1.96,12,11.28,5.76,2.68,0.14,6.71,81,3506,9337,100,11326,793,202,96,73,17,11,136
방열방위각#3563,Silver,620,1,100,15,3,5,8.71,2.9,0.97,0.97,3.87,114,3624,9108,63,222,222,4,1,40,4,1,6
NinjaUnmatch#1566,Silver,782,1,48,43,0.83,4,7.68,9.21,3.84,0.77,1.54,21,2493,5382,66,144,144,6,1,70,3,1,4
ludw#21934,Silver,11657,15,70,49,4.18,21,19.82,4.74,7.77,1.54,6.74,54,5688,7212,73,6397,549,183,75,100,18,10,169
Witch#11481,Silver,4268,2,35,64,0.84,5,6.47,7.73,1.41,0,3.23,51,3535,6391,78,1244,180,25,14,72,4,4,20
Dome#2261,Silver,4507,3,49,24,1.6,5,10.25,6.39,2.26,0.13,4.13,67,2759,8403,78,4085,1039,28,19,65,9,5,36
Mrpugglez#1968,Silver,27556,23,53,36,2.15,12,10.89,5.07,3.16,0.24,4.57,68,3694,7284,77,13278,653,261,135,72,15,9,220
Francis#12265,Silver,1077,0,0,28,0.5,2,5.57,11.14,2.79,0.56,0.56,9,3105,6018,63,861,407,6,3,53,2,2,6
Blackheart#12209,Silver,31095,25,55,44,1.46,7,9.8,6.73,2.35,0.14,4.48,61,3089,7060,100,6889,386,268,127,78,13,6,245
Hopper#11340,Silver,31264,24,49,36,1.75,11,10.31,5.87,2.65,0.27,5.45,97,3413,6425,100,6582,464,299,155,65,13,10,292
Kamerica#1198,Silver,1726,2,54,28,0.81,4,7.3,9.04,1.39,0,4.17,130,2343,6113,100,1062,327,20,7,58,5,3,9
ArcticWolf#2455,Silver,502,1,100,22,0,6,11.94,0,2.39,0,4.78,3,2439,10496,59,72,72,3,4,67,3,4,3
DonmastrO#2898,Silver,1184,0,22,28,1.35,4,11.66,8.62,1.52,0,3.55,74,3724,8147,71,846,356,14,5,75,7,4,13
YoshiV#3314,Silver,785,1,36,26,1.75,5,10.7,6.12,3.82,0,3.06,28,4040,6681,69,271,162,7,0,62,5,0,5
tanixh#2292,Silver,5787,5,53,21,1.34,11,9.75,7.26,2.18,0,4.56,79,2826,8586,57,2435,503,44,24,53,9,8,44
Parzival#22336,Silver,83012,62,50,48,2.52,14,9.35,3.71,2.31,0.26,3.57,34,3243,7702,74,28617,634,345,324,76,9,10,513
Elysia#31720,Silver,45443,37,55,100,2.46,14,10.25,4.16,2.67,0.32,3.55,45,4108,8584,82,14803,646,275,246,80,12,12,304
ShartsFired#1237,Silver,40133,34,59,56,1.69,12,10.42,6.16,2.5,0.18,4.62,55,3981,6089,100,5383,317,365,166,100,13,9,313
BronzeQueen#2560,Silver,5324,3,48,30,1.96,10,9.92,5.07,2.37,0.34,4.06,67,2938,7089,68,3058,703,46,30,63,12,7,34
Neon142#2282,Silver,1035,1,56,28,3.13,6,14.49,4.64,4.64,0,9.27,66,4830,7044,72,372,226,13,5,54,5,4,13
VvBURNvV#1512,Silver,473,0,0,29,0.57,3,5.08,8.89,3.81,1.27,2.54,17,2215,7742,64,249,249,2,0,63,2,0,1
HELLO#15443,Silver,17436,24,85,38,2.69,14,11.18,4.16,2.99,0.14,5.16,72,3208,6180,74,8686,794,89,91,61,7,9,115
Kennster#1546,Silver,1602,2,58,34,1.41,7,11.61,8.24,3.0,0.37,7.49,136,4133,5283,68,381,219,19,11,73,5,5,12
Bumblebeese#1956,Silver,484,0,0,23,1,2,6.2,6.2,4.96,0,3.72,10,3359,7521,64,106,106,1,1,52,1,1,2
Amparo#21217,Silver,4335,2,32,38,1.54,13,8.72,5.67,2.21,0,4.84,79,2616,10227,100,2926,469,33,20,74,5,7,33
Chuck#13102,Silver,568,0,14,26,2.25,3,9.5,4.22,1.06,0,5.28,122,1933,9192,76,324,252,2,0,53,2,0,4
xDannyx13#1191,Silver,938,0,21,30,1.25,3,6.4,5.12,1.28,1.28,5.12,21,2615,8769,73,234,90,6,1,67,4,1,3
졸린곰#328841,Silver,3257,3,62,26,2.28,7,12.16,5.34,2.03,0.74,4.42,63,3205,7245,75,1584,468,14,16,57,4,6,33
zxerra#2629,Silver,4982,4,67,36,1.79,9,9.27,5.18,1.81,0,3.97,32,4056,6386,58,1275,344,28,25,68,7,9,35
Chrustina#1354,Silver,1188,1,45,36,1.42,3,8.58,6.06,1.01,0.5,4.04,66,2761,8518,64,224,152,9,5,65,5,4,4
ZorD#21840,Silver,1756,2,67,36,3.21,9,15.37,4.78,5.81,0.68,7.17,94,4773,7978,64,1268,638,13,7,59,9,3,18
CordiB#1762,Silver,48404,37,54,50,1.79,11,9.61,5.38,2.31,0.15,4.43,68,2934,7033,100,19971,810,377,177,100,11,7,399
RadioActiive#21890,Silver,17882,16,61,38,1.75,10,10.07,5.74,2.78,0.23,4.76,76,2904,7703,89,9228,1101,182,78,76,13,6,116
Shake213#1910,Silver,403,0,0,30,0.5,1,4.46,8.92,0,0,0,4,3167,7040,55,252,252,2,1,48,2,1,2
Mirage#12388,Silver,2001,1,33,22,1.45,5,4.8,3.3,1.2,0,2.7,61,1765,10292,72,723,399,8,10,61,5,7,6
murderbot#11158,Silver,2035,1,33,23,1.9,5,11.21,5.9,2.65,0.59,5.31,101,3658,6992,75,792,514,21,11,61,8,4,15
DangerNoodle#11132,Silver,34628,21,45,50,1.71,10,8.82,5.15,1.73,0.03,4.42,87,2902,8017,88,13067,558,279,143,100,12,10,226
asaininsane#1635,Silver,780,0,28,32,1.22,3,8.46,6.92,3.08,0,4.62,52,3970,4047,50,162,90,8,2,51,6,2,5
Feria#11623,Silver,23285,18,53,41,1.54,8,9.77,6.34,2.45,0.1,5.21,98,3122,7483,69,13324,859,162,110,68,11,8,172
soyistaken#2484,Silver,44524,45,60,53,1.71,11,10.26,5.98,2.82,0.2,4.96,60,3412,7276,100,25751,1020,253,158,79,15,10,311
btag#3631,Gold,245449,201,53,42,1.44,15,8.86,6.14,1.81,0.1,3.38,61,3088,8322,100,95789,950,2245,1122,100,22,12,1961
fomo4ka#21770,Gold,4533,4,72,27,1.22,8,9.66,7.94,1.32,0.13,5.16,81,3443,6161,56,1451,420,54,25,60,9,4,28
RemyFox#2156,Gold,13227,12,56,28,1.27,10,8.85,6.94,1.86,0.05,4.49,67,2767,7936,66,3623,387,104,72,56,12,8,95
Flatlanta#1164,Gold,145413,101,47,57,2.01,16,11.24,5.6,1.93,0.06,5.37,81,4181,9108,82,60369,1003,1395,725,92,16,12,1350
Catcher#21980,Gold,5212,5,62,32,1.51,5,10.94,7.25,3.34,0.23,4.37,63,3811,6007,75,2800,553,43,32,58,8,12,48
CoeurDePika#2276,Gold,640,0,0,28,1.75,5,13.12,7.5,1.87,0,6.56,91,4459,9198,79,451,256,11,1,71,7,1,6
GreeMoz#2487,Gold,1583,1,24,50,0.74,5,7.58,10.23,0.38,0,4.17,53,3232,5041,64,578,239,7,8,57,4,4,7
Aleronte#21532,Gold,9423,4,27,44,1.75,11,9.49,5.41,2.16,0.06,3.5,69,3112,10083,79,4275,679,57,58,100,8,7,79
PlayTataPlay#2147,Gold,4080,5,47,25,1.12,6,6.76,6.03,1.03,0,2.5,53,3116,7566,63,686,162,39,13,57,8,4,24
Venus#21647,Gold,2384,1,36,33,1.34,5,9.82,7.3,1.76,0.25,4.03,38,3878,6598,63,987,547,17,6,69,4,3,16
OrangeSoda#21570,Gold,5672,9,78,32,1.96,9,9.73,4.97,1.69,0.21,3.6,59,2321,10235,82,1830,342,42,25,74,7,6,40
FlyingMiner#2929,Gold,4783,3,48,37,1.13,11,8.66,7.65,1.25,0.13,4.64,75,2881,7706,100,1963,685,54,21,67,14,4,29
Huppra#1653,Gold,4846,5,71,29,2.56,10,11.39,4.46,3.1,0.25,4.71,56,3371,7623,74,1745,324,44,23,57,11,7,45
Karillian#2133,Gold,2740,0,0,28,1.06,6,7.23,6.79,1.97,0,3.28,63,2602,10094,71,625,337,22,15,64,12,9,20
Staayisbae#1820,Gold,1754,3,83,37,1.05,4,7.87,7.52,2.39,0.34,2.05,40,2820,6837,100,930,370,11,7,79,5,2,10
Derby#2676,Gold,85550,70,54,38,2.11,16,9.69,4.59,2.41,0.12,3.96,71,3258,8400,100,38314,800,803,421,76,17,11,771
Antonio01#11458,Gold,9053,4,33,40,1.47,8,8.75,5.97,1.99,0.2,3.91,60,2763,7169,73,4474,851,59,48,59,10,8,56
Xof#21398,Gold,142145,103,53,100,1.67,14,8.79,5.26,2.14,0.22,3.64,64,2475,9842,100,59087,859,1377,699,100,18,12,993
sellinorgans#1784,Gold,4155,5,76,30,1.48,7,9.82,6.64,2.17,0,2.6,15,3101,7786,74,1818,326,29,14,64,8,3,31
Sweefy#1195,Gold,14528,10,43,42,1.64,8,8.92,5.45,2.07,0.12,2.85,46,2932,7134,79,5646,684,90,49,75,8,5,101
TheShadow#11216,Gold,7484,5,40,40,1.29,12,9.54,7.38,2.08,0,4.97,84,2869,8149,76,7026,1188,68,31,71,10,8,54
wvargas257#1740,Gold,7744,6,56,30,1.44,9,9.45,6.59,2.48,0.31,3.18,69,2715,6763,80,2542,605,66,38,60,11,6,59
gummybear#11608,Gold,5149,1,7,33,1.48,6,6.87,4.66,1.17,0,2.45,54,2838,8716,75,2752,473,46,19,76,7,4,26
FunkyMonky#12154,Gold,7752,6,50,33,1.55,6,9.21,5.96,2.32,0.15,3.87,34,3471,6956,73,2492,492,51,29,63,12,8,55
