Player,Skill Tier,time_played,games_won,win_percentage,weapon_accuracy_best_in_game,eliminations_per_life,kill_streak_best,eliminations_avg_per_10_min,deaths_avg_per_10_min,final_blows_avg_per_10_min,solo_kills_avg_per_10_min,objective_kills_avg_per_10_min,objective_time_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills
Fishie#21494,Gold,848,1,67,25,1.7,4,12.03,7.08,2.83,0.71,2.83,7,2877,7643,100,599,323,12,2,59,7,2,9
NyanPanda#11531,Gold,7225,8,67,47,2.37,14,11.79,4.98,2.33,0.17,4.48,71,3251,8481,84,3379,341,72,42,100,8,6,66
POT3NTIAL#3163,Gold,163115,137,56,66,1.76,21,9.91,5.64,2.38,0.11,3.68,53,3421,7046,100,62179,937,1283,619,78,16,8,1254
Tinman#1467,Gold,85771,70,57,44,1.74,12,9.74,5.61,2.2,0.11,4.35,60,3120,8026,85,35634,854,687,399,71,14,11,655
ktisleet#1599,Gold,344,0,21,21,2.33,4,12.22,5.24,1.75,0,5.24,70,5031,6661,43,135,72,6,1,39,5,1,4
oddkat#1175,Gold,70762,57,56,48,1.89,16,10.03,5.3,2.09,0.16,4.78,78,3235,8563,100,30588,653,613,353,80,14,10,544
Opalus#1955,Gold,2735,3,71,37,2.17,7,10.97,5.05,3.29,0,4.39,71,3690,8209,74,1548,954,19,15,66,7,6,25
bigdaddylex#1611,Gold,4220,3,35,38,1.13,6,7.68,6.83,1.14,0,4.12,41,2113,8304,88,2550,810,32,21,88,9,4,27
Mercury#12721,Gold,4859,5,66,39,2.24,16,12.72,5.68,2.72,0.12,6.17,99,3880,7814,75,2858,666,59,24,64,13,5,44
Cheshiire#11168,Gold,95304,81,56,57,2.12,18,10.94,5.16,2.52,0.25,4.31,59,3832,7075,100,40134,653,682,447,167,11,12,826
PD22#11569,Gold,6690,7,61,24,2.33,11,12.56,5.38,3.59,0.27,5.56,55,3535,6287,86,2004,335,72,37,57,10,11,71
Kong#2963,Gold,7760,7,62,31,1.93,8,10.13,5.26,2.24,0,3.56,56,4042,8378,75,4892,945,86,47,63,10,8,67
Trevelyan006#2796,Gold,127693,94,48,75,2.05,11,9.96,4.85,2.48,0.17,3.44,50,3551,7386,100,43201,788,831,517,200,13,12,915
Asudem#1649,Gold,12048,11,59,32,1.4,7,9.26,6.62,1.99,0,4.18,74,2925,8932,78,8971,982,127,76,66,13,8,104
tulititaani#2542,Gold,100899,75,52,44,1.77,15,10.47,5.91,3.02,0.4,4.31,58,3568,7243,86,43293,755,915,424,79,18,8,820
shen#21643,Gold,61708,49,53,45,2.15,11,11.48,5.34,2.79,0.18,4.13,44,3782,8965,80,22396,726,386,326,82,12,12,432
Radeon#2216,Gold,1367,0,0,32,3.57,8,10.97,3.07,2.19,0,5.27,81,4512,6900,58,375,375,14,6,60,10,3,12
Bakamitai#2917,Gold,56777,43,49,52,2.34,16,11.53,4.92,3.23,0.26,5.0,63,3670,8731,86,20004,587,525,270,86,13,9,544
DANIPOO#11972,Gold,1816,1,22,51,1.6,7,13.21,8.26,2.64,0,5.95,36,4118,5564,76,646,242,16,4,100,6,2,21
JPrince#1970,Gold,1102,1,83,43,1.83,5,11.98,6.54,3.81,0,4.36,42,4863,5175,75,274,274,9,5,88,7,5,12
ChefCurry#1756,Gold,3691,4,72,36,1.97,6,11.22,5.69,3.25,0.65,4.06,41,3349,6126,66,734,178,19,15,50,5,4,20
Funflash#2334,Gold,86191,69,54,63,2.06,15,11.47,5.57,3.17,0.29,4.3,53,4308,7288,77,26974,742,582,401,81,11,9,657
Luvel#21897,Gold,2823,2,50,30,1.96,7,10.84,5.53,3.19,0.64,4.46,52,3592,7100,62,927,306,18,15,58,8,6,27
Vermilion#21862,Gold,2039,3,77,50,1.04,7,8.53,8.24,1.77,0,3.24,38,3617,7483,73,846,351,15,10,100,6,9,15
Oznek#2487,Gold,128688,100,51,63,1.15,11,8.08,7.02,1.63,0.05,3.63,74,3004,8196,100,41939,943,1005,637,72,15,13,927
Saltmom#2835,Gold,10558,10,67,25,1.4,9,9.38,6.71,1.88,0.06,4.94,107,2891,7245,100,3982,457,88,82,57,12,16,90
SonOfAtlas#11799,Gold,1490,2,53,29,2.78,8,10.07,3.62,0.81,0,4.03,50,3853,8550,65,732,378,24,9,58,12,7,8
Ricepuding#1190,Gold,475,0,0,35,4.75,10,23.99,5.05,5.05,0,7.57,93,4485,6817,57,550,478,6,3,67,6,3,6
니오#31153,Gold,58147,56,58,100,1.58,15,9.51,6.03,2.36,0.17,3.94,59,3519,7511,100,23722,632,375,280,88,11,10,428
GrimCamel#2357,Gold,93593,73,52,56,1.73,12,8.33,4.81,1.6,0.05,3.88,73,2305,8276,100,32995,647,614,446,82,13,11,674
Bowie#21427,Gold,102052,82,53,67,2.04,15,11.6,5.69,2.98,0.31,4.66,54,4129,7104,100,33015,833,948,440,100,15,15,844
Luc1#2698,Gold,5001,5,52,64,1.88,8,11.52,6.12,2.52,0.12,3.36,39,3914,6205,81,1515,378,42,28,78,11,7,47
VII#11701,Gold,1907,0,0,31,1.75,6,11.01,6.29,2.83,0,6.92,52,3907,5501,100,491,342,14,3,49,7,1,14
hanzy54#2529,Gold,864,1,76,23,3.33,6,13.89,4.17,1.39,0,4.17,91,3706,5003,56,388,144,9,3,51,6,2,9
Ikarus#21389,Gold,58118,53,63,63,2.01,11,11.2,5.56,2.56,0.14,4.74,72,3611,8217,84,22801,605,522,327,100,18,15,522
Raiden#24610,Gold,654,1,100,37,3,7,11.01,3.67,4.59,0.92,2.75,23,6194,7066,67,231,231,8,3,53,8,3,7
dyd4dsh7#1192,Gold,128,0,0,48,1.33,2,18.71,14.04,0,0,4.68,10,5139,3051,61,74,74,1,0,58,1,0,1
LifeAlert#11665,Gold,4243,3,49,43,1.08,5,8.06,7.49,2.4,0.14,2.69,56,3600,6481,71,3018,964,40,18,69,14,6,19
Ruffy#22806,Gold,743,1,100,15,4.75,7,15.34,3.23,4.04,0,5.65,100,2880,12178,69,252,252,5,7,60,5,7,9
Rous#21454,Gold,1638,2,67,33,2.33,12,12.82,5.49,3.66,0,2.2,43,4129,6604,67,574,288,12,4,56,5,2,17
Rusha#21669,Gold,3219,3,50,21,0.95,4,6.9,7.27,0.93,0,2.98,54,1922,9586,85,1884,449,31,23,71,11,10,24
NaCl#21234,Gold,4867,3,45,35,1.37,8,8.63,6.29,2.34,0,3.82,82,3950,8151,74,1164,252,41,19,66,10,5,30
Lapulya#21433,Gold,1469,0,15,35,1.5,5,9.8,6.54,4.09,0,1.63,59,4780,6664,72,757,296,5,6,53,2,2,8
烈火#31428,Gold,96661,75,51,63,1.48,12,9.06,6.13,2.25,0.11,3.56,61,3306,7820,100,37247,679,739,474,94,13,14,714
limpchimp#1996,Gold,3573,2,46,46,2.71,12,12.76,4.7,3.86,0.34,5.04,54,3430,9113,76,1203,418,23,22,100,9,9,34
LilithLail#1719,Gold,4832,3,36,32,1.05,9,7.82,7.45,1.74,0,2.23,51,2750,5066,63,1896,470,32,19,65,6,7,24
FaKE#22154,Gold,5859,2,28,30,2.53,9,11.67,4.61,1.74,0,5.84,65,4060,8604,70,1829,554,68,37,58,17,11,61
AnGross#21859,Gold,10383,9,50,30,1.63,10,10.17,6.24,2.31,0.06,5.55,93,2659,7997,100,5556,782,88,51,61,14,7,94
clownfart#1306,Gold,2187,3,76,39,3.25,8,10.7,3.29,3.57,0,6.31,96,2754,8996,80,540,234,10,11,71,4,6,21
OrangeDonute#2639,Gold,5287,5,62,23,1.32,6,8.4,6.35,1.48,0,4.88,114,2748,8406,73,1768,543,37,31,67,9,5,35
DayDay#31189,Gold,6804,7,57,46,2.98,13,12.35,4.14,3.0,0.26,4.32,32,5340,7616,67,2991,582,84,32,73,23,10,55
SexyGirl#11873,Gold,6501,6,60,51,1.36,9,8.31,6.09,1.57,0.09,3.78,35,2621,8460,78,1977,396,50,27,70,7,5,38
Takati#3303,Gold,1180,0,0,17,1.86,9,13.22,7.12,2.54,0,7.63,24,3658,8082,76,359,144,12,5,48,6,3,8
Bellanoella#11530,Gold,672,0,0,26,0.7,2,6.25,8.92,0.89,0,1.78,30,2991,8740,63,560,416,9,3,56,7,3,5
BriNa#21287,Gold,7848,8,68,33,1.92,6,11.01,5.73,2.52,0.08,5.05,84,2795,8514,67,3755,539,70,44,68,13,8,64
GNLGeoGeo#2239,Gold,109376,97,56,55,2.51,15,13.28,5.3,3.85,0.38,4.81,50,4595,6574,100,69076,1093,753,499,92,13,13,1015
Decembear#2160,Gold,89543,66,50,75,1.76,11,9.73,5.53,2.49,0.24,3.38,37,3773,7389,100,39738,777,826,445,107,14,12,728
BLAVED#2640,Gold,58418,44,49,71,1.45,11,8.37,5.76,1.86,0.07,3.97,76,2205,9191,100,26058,688,423,300,100,13,13,413
EasyEnemy#21996,Gold,30183,27,60,45,1.95,10,12.6,6.46,3.18,0.4,5.61,56,4503,7301,100,10100,457,376,136,73,14,8,296
wuh#1702,Gold,4953,6,79,35,2.86,9,12.11,4.24,2.3,0.12,4.85,66,3718,9362,75,2464,729,32,31,66,7,6,35
kiktip#1167,Gold,1586,1,45,30,1.71,12,10.97,6.43,3.03,0,3.78,61,3560,5621,63,895,407,13,7,50,5,3,19
ItalianMemes#1750,Gold,42439,34,54,91,1.81,17,11.03,6.09,2.98,0.13,4.5,81,3790,8691,100,26354,718,297,260,100,9,8,377
Exileflash#1633,Gold,1990,3,67,40,2.32,9,13.27,5.73,4.52,0.9,4.22,41,4116,6707,65,1327,579,25,3,69,10,3,20
Saiko#11375,Gold,8582,8,61,56,1.63,11,10.28,6.29,2.87,0.28,4.12,77,3428,6245,100,4382,446,75,47,79,10,8,61
ekkus666#3842,Platinum,12840,13,57,35,1.67,12,10.14,6.07,1.54,0.05,3.55,55,2918,8382,74,5219,603,120,79,100,12,8,97
Aramguri#1971,Platinum,506,0,20,42,0.56,1,5.92,10.66,1.18,0,1.18,20,4290,7080,64,414,414,4,2,59,3,2,3
Vidfamne#11134,Platinum,9246,9,53,38,1.53,5,9.15,5.97,1.95,0.26,4.48,82,2799,8221,70,3609,471,77,42,65,10,6,83
BEZDOMNY#21992,Platinum,20216,18,56,35,1.85,9,11.01,5.97,3.03,0.33,3.21,38,4104,7525,70,5474,548,159,99,73,10,8,159
Johnnoac#2786,Platinum,6628,5,46,41,1.73,7,10.32,5.97,2.44,0.18,3.53,65,4290,6675,68,3970,486,54,32,64,10,7,53
vissadness#21354,Platinum,5784,5,55,43,1.41,7,8.19,5.81,1.66,0.1,4.36,115,2301,9247,100,3008,704,52,42,78,10,11,45
Lich#1107,Platinum,2917,1,12,38,1.28,12,11.31,8.84,3.5,0.21,3.09,16,4824,6502,69,1657,340,22,16,65,6,5,28
Jek#11185,Platinum,6574,3,32,35,1.91,13,13.78,7.21,4.29,0.46,4.84,45,5124,6231,61,2907,478,70,28,60,12,6,67
BonTheBaker#2963,Platinum,1271,1,50,41,2.06,6,15.58,7.55,2.83,0.47,8.03,102,4000,8208,85,811,466,14,4,64,9,3,12
Fastgirl#2467,Platinum,107699,84,52,50,1.37,10,9.2,6.74,2.09,0.11,3.71,61,3069,7752,83,66414,1590,1181,530,74,26,11,872
VIoliny#1121,Platinum,114944,92,54,100,1.62,12,10.09,6.23,2.43,0.15,4.11,62,3755,8192,100,46305,830,1400,549,73,20,14,960
PlayTataPlay#2147,Platinum,4080,5,47,25,1.12,6,6.76,6.03,1.03,0,2.5,53,3116,7566,63,686,162,39,13,57,8,4,24
Berry#2548,Platinum,182,0,0,16,1.33,4,13.18,9.88,3.29,0,0,52,2950,10017,54,0,0,0,3,90,0,3,2
Alex#27713,Platinum,2027,2,69,30,3.5,13,10.36,2.96,0.89,0,6.51,62,2521,7991,78,405,278,8,11,54,3,6,18
Sholeix#2158,Platinum,7301,4,37,39,1.64,7,8.88,5.42,2.3,0.49,2.22,60,2940,7861,75,3159,505,56,27,71,10,4,53
Inari#11271,Platinum,12032,9,49,24,1.48,9,8.98,6.08,2.14,0.2,4.19,70,2550,8805,79,4570,916,100,56,60,9,8,83
LetAnaFly#2396,Platinum,120830,91,51,60,1.87,13,10.63,5.68,3.08,0.35,3.08,41,3839,8259,100,45517,810,1062,589,75,18,11,1032
BACock#11149,Platinum,586,0,0,21,0.63,3,5.12,8.19,2.05,0,2.05,49,1842,7821,62,216,216,4,4,66,2,3,3
DrMoon#21336,Platinum,97196,75,55,71,2.1,15,12.25,5.84,3.3,0.27,4.41,48,3871,10194,100,39660,814,916,545,81,18,11,916
PusheenSun#1613,Platinum,5618,3,41,46,1.52,8,10.36,6.84,2.56,0.32,3.84,36,2999,7903,79,3149,622,55,13,79,9,4,44
Razer#11988,Platinum,568,1,100,26,1.33,5,8.45,6.34,0,0,2.11,30,2485,7908,68,133,90,4,2,92,3,1,2
Nanome#11415,Platinum,3078,1,32,33,2.65,8,11.89,4.48,3.31,0.19,5.07,57,3932,9210,68,1981,717,19,14,70,7,4,26
LiNkZ#1420,Platinum,6523,9,83,33,2.77,10,11.22,4.05,3.22,0.64,3.86,59,4410,8222,75,2220,482,66,47,64,13,8,60
shifthardt#1348,Platinum,70698,71,63,67,1.71,12,12.68,7.4,3.64,0.33,4.94,71,4829,6572,100,41083,999,791,359,87,17,14,709
Reminisce#1940,Platinum,3765,2,37,39,1.54,5,11.79,7.65,2.87,0,5.1,73,3341,7070,72,2623,1040,47,12,69,14,6,44
Ma1ki#1694,Platinum,4234,2,30,37,1.4,5,8.93,6.38,2.13,0,3.68,65,3690,7996,61,1806,473,29,18,65,8,6,22
OwningBigBro#1762,Platinum,6438,5,50,40,4.48,16,13.79,3.08,4.47,0.47,3.17,45,4313,6110,79,2538,823,73,23,68,14,8,70
Aleronte#21532,Platinum,9423,4,27,44,1.75,11,9.49,5.41,2.16,0.06,3.5,69,3112,10083,79,4275,679,57,58,100,8,7,79
DeltaFrostX#1781,Platinum,138116,100,51,59,2.89,15,11.77,4.08,2.93,0.24,3.48,25,4645,7044,87,46327,885,1382,693,93,16,16,979
Elucidator#11208,Platinum,1613,1,24,52,2.36,9,12.27,5.21,2.98,0.74,4.09,113,4541,7988,74,867,427,23,5,78,9,4,14
Sixxx#11997,Platinum,1502,1,41,30,0.96,4,8.79,9.19,1.6,0,5.19,44,3297,6200,68,387,166,15,3,63,7,3,9
lulu#27292,Platinum,4484,3,55,34,1.9,10,10.44,5.49,2.41,0.27,3.88,77,3696,11680,68,3218,734,39,28,69,8,11,42
nAAbe#2472,Platinum,18358,15,46,43,2,9,9.81,4.9,2.97,0.49,2.71,50,3211,7502,79,9758,885,222,84,66,12,10,132
sxph#11398,Platinum,1040,0,0,19,0.57,2,4.62,8.08,1.73,0,1.15,96,2559,8003,58,621,378,11,3,65,7,2,5
Quorrtahn#2916,Platinum,5124,4,51,40,1.31,9,9.02,6.91,1.87,0,3.4,75,3458,7107,74,1955,338,35,29,76,7,9,38
Kawh#21105,Platinum,11220,7,44,35,1.67,10,10.7,6.42,2.51,0.16,3.69,41,4507,7270,68,3524,738,110,58,63,13,9,76
Tracer#22710,Platinum,2600,1,20,43,1.38,5,7.62,5.54,2.54,0.92,2.08,72,4493,7101,72,1406,431,33,12,61,8,7,17
NSǞNE#2786,Platinum,71763,54,52,46,2.23,13,11.9,5.33,2.93,0.24,4.16,71,3975,9399,83,31421,717,794,395,74,18,12,719
Yuki#23439,Platinum,12211,6,34,50,1.52,7,9.14,5.99,1.77,0.1,3.19,48,3126,7534,100,2929,414,107,40,100,10,6,95
Iceman#13504,Platinum,1885,2,63,50,1.88,5,9.55,5.09,0.64,0,3.5,20,3867,7668,100,946,439,17,6,80,7,3,12
Farosh#11572,Platinum,3500,4,58,38,1.18,5,7.71,6.51,1.37,0.17,1.54,33,3097,7074,69,2264,624,29,14,60,10,4,23
Vapid#11270,Platinum,2882,3,64,37,2.79,7,13.95,5.0,2.71,0,5.83,70,4859,7060,64,893,464,18,10,60,5,3,30
Sweefy#1195,Platinum,14528,10,43,42,1.64,8,8.92,5.45,2.07,0.12,2.85,46,2932,7134,79,5646,684,90,49,75,8,5,101
Quillfish#1670,Platinum,6615,7,72,35,2.35,8,11.7,4.99,2.63,0.09,4.08,87,3732,8452,72,3158,670,56,39,68,14,11,65
Beardy#21510,Platinum,3861,3,52,36,1.39,6,9.95,7.15,2.18,0,3.42,63,3659,6089,68,2392,630,43,14,67,7,4,37
van1ty#1807,Platinum,591,0,37,37,1.8,4,9.13,5.07,5.07,0,3.04,21,4707,8974,100,296,188,9,2,66,4,1,4
btag#3631,Platinum,245449,201,53,42,1.44,15,8.86,6.14,1.81,0.1,3.38,61,3088,8322,100,95789,950,2245,1122,100,22,12,1961
CptScherp#2356,Platinum,66149,55,56,52,1.98,13,10.32,5.22,2.49,0.13,4.4,65,3294,8931,100,26470,653,644,328,89,16,10,543
Prodigy1413#1886,Platinum,2302,2,51,26,1.73,5,11.73,6.78,2.35,0,3.13,39,3348,6588,65,1166,356,16,12,55,6,4,23
StrafeEffect#2472,Platinum,36252,36,65,43,2,12,11.29,5.64,2.91,0.12,5.16,77,3730,9155,88,12664,608,264,212,88,11,10,298
Crimson#2144,Platinum,4394,2,27,27,1.32,7,8.47,6.42,2.73,0,3.82,102,3536,8401,76,2330,597,38,18,76,9,7,30
Denshou#1881,Platinum,1761,1,19,46,1.86,8,13.28,7.15,5.11,0.34,3.75,58,4168,6487,64,1002,463,25,5,77,12,3,20
tottle#3650,Platinum,5501,3,30,31,2.18,11,13.31,6.11,5.45,0.98,4.04,24,4577,6511,60,2384,417,42,24,56,8,5,59
datslÒwÓk#2731,Platinum,2138,2,56,32,1.95,8,10.38,5.33,1.4,0,6.17,137,4138,8614,70,1090,367,31,12,62,11,4,17
Beercules#21628,Platinum,29959,20,49,37,1.24,9,8.95,7.23,1.62,0.06,3.3,63,2875,7591,100,9936,450,213,162,73,13,8,214
Krausz#1138,Platinum,2893,3,61,32,1.03,3,6.64,6.43,1.66,0.41,2.07,32,3726,8678,67,1201,486,23,15,57,5,6,11
LuckyBooster#21252,Platinum,1502,1,38,41,1.53,5,9.19,5.99,3.6,0,3.2,54,4597,7995,72,901,618,16,8,81,6,4,9
AnnieMae#11244,Platinum,52596,45,60,75,2.38,11,11.03,4.64,3.0,0.31,4.79,90,4503,8534,100,23861,607,444,289,81,10,8,460
F9YL#2334,Platinum,96450,81,57,100,1.95,13,9.7,4.99,2.23,0.21,4.36,83,3091,8026,100,31205,720,738,482,100,13,11,773
SupaahSicc#1233,Platinum,61427,45,51,46,1.57,13,10.74,6.85,2.6,0.12,5.02,100,3887,8238,100,31969,1149,667,269,79,16,12,563
Effectstar#2884,Platinum,139661,96,46,100,1.67,12,9.3,5.56,2.48,0.14,3.94,48,2602,10232,100,60113,1122,1277,744,133,19,11,957
BongRipper#21971,Platinum,34495,33,65,43,1.86,12,12.31,6.61,3.2,0.17,4.8,50,4368,6850,80,17837,1002,452,177,86,18,8,359
RemyFox#2156,Platinum,13227,12,56,28,1.27,10,8.85,6.94,1.86,0.05,4.49,67,2767,7936,66,3623,387,104,72,56,12,8,95
Zisps#1858,Platinum,8415,5,41,35,1.63,10,10.55,6.49,3.14,0.29,4.92,88,3622,6890,86,3134,577,72,33,58,10,7,65
Emi#21100,Platinum,4312,3,43,41,1.42,8,8.49,5.98,1.67,0,2.78,78,2913,7580,100,3633,857,49,14,70,10,4,36
maojiro#1116,Platinum,2596,1,22,17,1.07,4,7.16,6.7,2.08,0,2.77,41,2747,8346,65,1706,613,22,7,57,7,4,20
DANKinator#11971,Platinum,54339,43,56,59,1.65,10,11.03,6.68,2.77,0.29,4.26,83,3878,6959,100,23757,747,584,273,84,16,10,433
BananaJNR#1260,Platinum,67940,55,54,100,2,12,9.93,4.95,2.33,0.15,3.82,53,3052,8572,100,27612,763,671,317,100,18,11,547
Proxy#12126,Platinum,8498,8,55,26,1.61,11,10.45,6.5,1.98,0.14,3.88,54,3273,8220,81,4147,537,82,34,60,12,6,83
medusa#12465,Platinum,4077,4,60,28,1.51,6,10.89,7.21,1.91,0,3.83,49,2855,10343,73,3053,729,32,23,67,9,5,41
Matt#25854,Platinum,513,0,0,33,1,3,5.85,5.85,2.34,0,4.68,125,2636,5443,60,144,144,6,3,45,6,3,1
Sykloptik#1771,Platinum,5790,6,64,33,3,11,11.81,3.94,2.38,0.31,4.77,46,4130,6055,61,979,337,51,36,58,12,10,55
mikkuz#1978,Platinum,2434,3,72,40,2.68,9,14.54,5.42,3.45,0,6.16,46,3903,6849,69,866,293,25,16,71,10,5,28
Jomker#1901,Platinum,10118,5,36,43,1.72,8,10.38,6.05,2.91,0.36,3.32,62,4706,7470,74,3829,447,79,37,77,10,4,68
Avalicious#11670,Platinum,42582,43,65,100,1.79,9,9.74,5.45,1.9,0.04,4.03,67,3063,9100,100,15434,551,284,194,77,15,9,371
EverST#1174,Platinum,1843,1,61,33,0.77,5,5.53,7.16,0.65,0,2.6,42,2324,7495,100,450,181,18,5,67,5,3,12
Toasty#11174,Platinum,665,0,35,13,2.5,4,9.02,3.61,4.51,0,2.71,34,2468,9471,61,96,90,7,3,52,6,3,6
Citrus#2800,Platinum,6150,6,60,45,2.11,12,13.56,6.44,3.51,0.1,4.68,36,3845,8920,83,2913,518,65,34,75,10,9,47
TheDeep#21517,Platinum,39245,34,60,100,1.92,12,12.15,6.33,3.41,0.31,4.83,71,3678,7714,85,14289,567,400,205,61,16,13,444
Shadow#123156,Platinum,3082,3,78,33,1.21,5,7.98,6.62,1.95,0,4.67,123,2824,7567,100,951,450,26,11,70,7,6,17
JINMU#11261,Platinum,1248,3,100,36,2.88,6,11.06,3.85,2.4,0,3.85,34,3841,9424,69,483,187,11,11,61,5,6,13
gnatto#1880,Platinum,1421,0,0,22,1.38,3,9.29,6.75,2.96,0,4.22,58,3689,9436,66,823,537,11,7,58,6,4,10
Ravenite#11703,Platinum,2535,2,47,22,1.35,8,9.94,7.34,1.66,0,6.15,85,2669,8454,72,1775,443,17,9,63,6,3,22
Äřçħĩmęđěś#1553,Platinum,7968,8,63,37,1.81,11,10.77,5.95,3.39,0.23,4.52,81,3223,7867,83,2863,345,61,38,100,9,7,74
FunMeno#2586,Platinum,22047,20,56,48,2.25,13,11.84,5.25,3.1,0.3,3.27,45,4095,6723,70,9533,628,185,115,74,11,8,165
Toenail#11169,Platinum,1443,3,75,24,2,5,10.81,5.4,2.49,0.42,2.91,30,3196,6998,65,464,195,15,5,61,8,3,15
Schnegge#21879,Platinum,5311,3,41,37,1.57,8,8.36,5.31,1.92,0.34,2.6,34,3525,6939,64,2439,431,37,25,60,5,4,30
Kuro#25407,Platinum,16308,9,35,42,2.49,13,13.02,5.22,3.24,0.26,5.22,68,4233,9349,75,6094,640,202,80,71,16,7,179
Trim#11307,Platinum,170,0,0,30,1,1,10.59,10.59,7.06,0,0,50,3340,6687,62,0,0,0,1,74,0,1,2
Emiro#11611,Platinum,5264,6,75,39,2.11,8,11.06,5.24,2.74,0.46,3.42,69,4063,7759,78,1891,378,42,21,73,12,5,44
Neb#1424,Diamond,211,0,0,27,1.33,2,11.37,8.53,0,0,2.84,0,6177,6001,47,0,0,2,0,61,2,0,2
Surfer#12924,Diamond,2287,3,93,44,2.85,8,9.71,3.41,2.89,0.52,5.25,83,4006,7675,75,871,328,25,15,68,8,5,14
Jack#28650,Diamond,4430,4,57,46,2.51,11,13.27,5.28,3.79,0.41,5.55,78,5246,7394,66,2958,727,63,25,72,13,8,45
Knugz#1723,Diamond,2545,2,54,36,1.65,6,10.14,6.13,3.07,0,3.3,35,4019,7997,63,1229,385,29,16,61,10,5,24
Kenneth#21579,Diamond,16870,16,51,39,1.67,8,12.59,7.54,3.02,0.21,5.83,77,3900,8235,79,5780,763,162,100,66,12,10,167
LuckyShotz#11889,Diamond,118308,93,55,67,1.59,13,9.73,6.14,2.16,0.08,3.47,59,3661,7987,100,51086,800,1276,567,75,17,10,1024
Kury#11147,Diamond,105615,85,54,75,1.51,11,9.83,6.52,2.29,0.16,4.01,68,3477,8385,100,47243,735,832,513,85,14,11,762
BizaRRe#1676,Diamond,7224,8,76,41,1.45,6,9.88,6.81,2.16,0,4.32,104,2966,9147,77,4294,666,68,43,75,9,6,60
Auriel#21939,Diamond,3155,2,45,45,0.94,3,5.71,6.09,0.95,0,2.47,39,2770,8830,79,962,221,34,14,80,9,7,13
Sxmantha#1273,Diamond,5076,4,44,29,1.55,6,9.34,6.03,2.13,0.12,3.19,49,3165,9139,76,2688,491,58,26,65,8,4,44
SlothSir#4760,Diamond,3454,2,51,39,2,9,11.12,5.56,3.3,0,3.82,41,4334,6567,66,1530,550,30,17,71,10,5,23
BrahimT2#1128,Diamond,1734,2,71,40,2.31,5,12.8,5.54,2.42,0.35,4.84,57,4452,9727,79,591,269,13,14,67,6,9,10
ŊŶXŜĦƗMǢ#2970,Diamond,10132,8,58,30,1.2,5,6.51,5.45,1.13,0.06,2.9,84,2063,9626,75,5922,660,72,55,73,15,9,60
LaceMaster#1836,Diamond,155337,112,50,36,1.33,12,9.27,6.97,1.87,0.06,3.72,71,3145,8433,100,80973,1008,1463,733,74,20,12,1131
LaraCroft#11228,Diamond,7891,5,39,39,1.13,4,8.06,7.15,1.98,0.3,2.36,58,3269,7404,79,2660,358,62,31,69,8,4,48
ekkus666#3842,Diamond,12840,13,57,35,1.67,12,10.14,6.07,1.54,0.05,3.55,55,2918,8382,74,5219,603,120,79,100,12,8,97
cloud#25174,Diamond,8685,6,44,26,1.41,10,9.67,6.84,1.8,0,3.94,88,3079,7168,74,3990,414,63,44,133,11,13,73
Gnome#22992,Diamond,78554,66,59,54,2.39,16,12.42,5.19,3.68,0.47,3.89,45,4578,8046,100,36987,978,740,356,80,17,11,720
extn#2529,Diamond,68377,62,61,75,1.71,14,9.63,5.63,2.2,0.13,3.46,49,3239,8488,100,21550,621,501,357,167,15,12,565
Demmnyaa#3847,Diamond,231638,189,56,100,1.75,13,9.62,5.5,2.41,0.15,3.94,64,3380,7801,100,102079,1021,1725,1054,133,13,14,1602
サバ缶#11600,Diamond,9594,11,68,35,1.56,7,9.07,5.82,1.81,0.13,3.75,54,2916,8553,81,3923,526,94,52,64,14,7,73
ColdCoffee#11210,Diamond,16060,16,60,46,1.71,11,10.5,6.13,2.76,0.26,3.62,50,3942,7081,82,4776,411,139,67,76,13,6,112
Razer#11988,Diamond,568,1,100,26,1.33,5,8.45,6.34,0,0,2.11,30,2485,7908,68,133,90,4,2,92,3,1,2
DeScM#2306,Diamond,711,1,84,36,1.56,5,11.81,7.59,0.84,0.84,0.84,7,3053,6114,58,370,218,6,4,71,4,3,5
Systemaa#1554,Diamond,8203,7,57,38,1.64,8,8.27,5.05,1.97,0.07,2.41,60,2946,7623,69,4658,834,61,34,100,9,7,43
Sliverninja#2287,Diamond,6904,5,43,50,1.69,10,9.13,5.39,1.91,0.09,3.65,84,2608,8528,100,2280,539,76,26,100,13,6,62
yagami#22618,Diamond,20385,17,52,53,1.93,14,12.07,6.24,2.59,0.18,4.5,76,3920,7881,100,8053,612,195,103,73,11,10,198
automatic#21135,Diamond,7184,7,67,42,1.63,7,9.52,5.85,1.59,0.25,3.01,55,3259,6315,100,1766,350,70,35,71,8,5,63
Pokonac#2123,Diamond,4824,3,41,46,1.9,9,12.31,6.47,4.35,0.37,3.73,65,4983,6254,76,2777,620,64,16,90,13,7,51
Parz1val#21804,Diamond,30403,38,83,52,4.24,19,16.58,3.91,4.32,0.47,4.74,36,5662,7954,78,11390,704,345,223,78,19,13,361
